lat,lon
46.581022,-112.038979
46.580984,-112.038908
46.580937,-112.038853
46.580893,-112.038794
46.580856,-112.038729
46.580816,-112.038668
46.580778,-112.038593
46.580746,-112.038534
46.580717,-112.038464
46.580685,-112.038423
46.580661,-112.038374
46.580636,-112.038301
46.580614,-112.038244
46.580591,-112.03818
46.580566,-112.038125
46.580536,-112.03805
46.5805,-112.037987
46.580464,-112.037893
46.580432,-112.037824
46.580403,-112.037765
46.580372,-112.037726
46.580334,-112.037721
46.58029,-112.037756
46.580248,-112.037798
46.580209,-112.037833
46.580169,-112.037869
46.580137,-112.037901
46.580099,-112.037938
46.58006,-112.037965
46.580018,-112.037998
46.579982,-112.03803
46.579944,-112.038069
46.5799,-112.038116
46.579869,-112.038146
46.579833,-112.038172
46.579779,-112.038231
46.579758,-112.03826
46.579713,-112.038305
46.579679,-112.038329
46.579653,-112.038353
46.579628,-112.038378
46.579605,-112.038404
46.579576,-112.038429
46.579548,-112.038451
46.579517,-112.038474
46.579485,-112.038497
46.579452,-112.03852
46.579419,-112.038544
46.579389,-112.038571
46.579361,-112.038598
46.57933,-112.038627
46.5793,-112.038652
46.579267,-112.038678
46.579235,-112.038703
46.579206,-112.038728
46.579177,-112.038754
46.579146,-112.038774
46.579117,-112.038798
46.579089,-112.038822
46.579063,-112.038847
46.579034,-112.03887
46.579007,-112.038892
46.578981,-112.038915
46.578954,-112.038939
46.578925,-112.038965
46.578897,-112.038991
46.578869,-112.039021
46.578844,-112.039051
46.578816,-112.03908
46.57879,-112.039106
46.578764,-112.039131
46.578739,-112.039154
46.578711,-112.039177
46.578685,-112.039194
46.578659,-112.039209
46.578631,-112.039225
46.578601,-112.039244
46.578569,-112.039263
46.578536,-112.039285
46.578499,-112.039312
46.578465,-112.039341
46.578436,-112.03937
46.57841,-112.039398
46.578388,-112.039426
46.578363,-112.039454
46.578337,-112.039483
46.578311,-112.039512
46.578285,-112.039544
46.578257,-112.039577
46.578225,-112.039611
46.578195,-112.039641
46.578167,-112.039668
46.578138,-112.039697
46.578108,-112.039723
46.578077,-112.039744
46.578047,-112.039764
46.578018,-112.039785
46.577989,-112.039803
46.577957,-112.03982
46.577925,-112.039833
46.577891,-112.039844
46.577857,-112.039852
46.577824,-112.039858
46.577793,-112.039862
46.57776,-112.039865
46.577729,-112.039866
46.577697,-112.039865
46.577666,-112.039863
46.577633,-112.039863
46.577603,-112.03986
46.577572,-112.039858
46.577541,-112.039856
46.577508,-112.039854
46.577477,-112.039853
46.577446,-112.039854
46.577418,-112.039854
46.577387,-112.039853
46.577356,-112.039852
46.577325,-112.039852
46.577294,-112.039853
46.577259,-112.039855
46.577225,-112.039854
46.57719,-112.039852
46.577156,-112.03985
46.577121,-112.039851
46.577087,-112.039855
46.577054,-112.039862
46.577023,-112.039871
46.576992,-112.039877
46.576962,-112.039886
46.576933,-112.039897
46.576904,-112.03991
46.576872,-112.039923
46.576842,-112.039938
46.576811,-112.039954
46.576781,-112.039968
46.576744,-112.039981
46.576714,-112.039994
46.576683,-112.040008
46.576654,-112.040023
46.576622,-112.040038
46.57659,-112.040054
46.576558,-112.04007
46.576527,-112.040089
46.576495,-112.040107
46.576463,-112.040123
46.576434,-112.040137
46.57638,-112.040156
46.576352,-112.040156
46.576324,-112.040153
46.576271,-112.040146
46.576237,-112.040127
46.576224,-112.040083
46.57622,-112.040033
46.576192,-112.040005
46.576157,-112.040027
46.576125,-112.040059
46.57608,-112.040095
46.576031,-112.04012
46.57598,-112.040145
46.57593,-112.040172
46.57588,-112.04019
46.575839,-112.040207
46.575797,-112.040226
46.575746,-112.040254
46.575722,-112.040271
46.57568,-112.040305
46.575639,-112.040329
46.575602,-112.040332
46.575566,-112.040318
46.575529,-112.040314
46.575484,-112.040317
46.575442,-112.040322
46.575404,-112.040339
46.575357,-112.04036
46.575306,-112.040377
46.575261,-112.04039
46.575216,-112.040399
46.575179,-112.040396
46.575151,-112.040397
46.575119,-112.0404
46.57509,-112.040403
46.575066,-112.040429
46.575035,-112.040455
46.575003,-112.040477
46.574959,-112.040497
46.574931,-112.040508
46.574905,-112.040521
46.574877,-112.040536
46.574836,-112.040564
46.574807,-112.040592
46.574776,-112.040593
46.574776,-112.040536
46.574783,-112.040481
46.574793,-112.040424
46.574808,-112.040369
46.574822,-112.040322
46.574831,-112.040271
46.574842,-112.040218
46.574864,-112.040171
46.574896,-112.040117
46.574921,-112.040081
46.574941,-112.040053
46.574974,-112.039995
46.574999,-112.039931
46.575017,-112.039877
46.574988,-112.039884
46.574957,-112.039925
46.574922,-112.039958
46.574889,-112.039991
46.574856,-112.040008
46.574826,-112.039985
46.57485,-112.039944
46.57487,-112.039906
46.57489,-112.039872
46.574912,-112.039838
46.574942,-112.039793
46.574955,-112.039736
46.574964,-112.039684
46.574991,-112.039643
46.575033,-112.039625
46.575063,-112.039591
46.575072,-112.039543
46.575096,-112.039491
46.575134,-112.039443
46.575157,-112.039418
46.575176,-112.039388
46.575207,-112.039333
46.57524,-112.039292
46.575267,-112.039245
46.575279,-112.039206
46.57524,-112.039194
46.575208,-112.039209
46.575181,-112.039217
46.575152,-112.039231
46.575126,-112.039251
46.575098,-112.039277
46.575068,-112.039297
46.575027,-112.039314
46.574977,-112.039324
46.574952,-112.03934
46.574924,-112.039356
46.574896,-112.039363
46.574846,-112.039361
46.574802,-112.039375
46.574767,-112.039391
46.574727,-112.03938
46.574734,-112.039319
46.574757,-112.039265
46.574776,-112.039212
46.574795,-112.039159
46.574813,-112.039106
46.574831,-112.039054
46.57485,-112.039002
46.574864,-112.038951
46.574841,-112.038909
46.574815,-112.038858
46.574815,-112.03879
46.574847,-112.038735
46.574882,-112.038693
46.574907,-112.03864
46.574926,-112.038584
46.574944,-112.038536
46.57497,-112.038497
46.574993,-112.03845
46.575008,-112.038396
46.574985,-112.038367
46.574944,-112.038381
46.574907,-112.03839
46.574878,-112.038388
46.574846,-112.038394
46.574814,-112.038392
46.574773,-112.038384
46.574737,-112.038396
46.574704,-112.038378
46.574707,-112.038328
46.574742,-112.038276
46.574765,-112.038219
46.574795,-112.038165
46.574829,-112.038114
46.574857,-112.038049
46.574859,-112.037994
46.574825,-112.038005
46.574794,-112.038023
46.574767,-112.038047
46.574736,-112.038052
46.574736,-112.038001
46.57477,-112.037959
46.57479,-112.037929
46.57482,-112.037868
46.574844,-112.037802
46.574869,-112.037738
46.574897,-112.037683
46.574914,-112.037625
46.574909,-112.037572
46.574863,-112.037571
46.574815,-112.037588
46.574769,-112.037587
46.574729,-112.037575
46.574691,-112.037582
46.574653,-112.037572
46.57465,-112.037528
46.574669,-112.037478
46.574678,-112.037419
46.574693,-112.037352
46.574702,-112.037288
46.574708,-112.037224
46.574721,-112.037166
46.574745,-112.037115
46.574775,-112.037069
46.574799,-112.037009
46.574812,-112.036937
46.574822,-112.036867
46.574831,-112.036803
46.574846,-112.036745
46.574871,-112.036689
46.574895,-112.036637
46.574914,-112.036582
46.574925,-112.036526
46.574932,-112.036472
46.574942,-112.036433
46.574958,-112.036386
46.574966,-112.036342
46.574958,-112.036295
46.574957,-112.036241
46.574964,-112.036187
46.574972,-112.03613
46.574982,-112.03608
46.574996,-112.036034
46.575008,-112.035994
46.57501,-112.03595
46.575015,-112.03591
46.575017,-112.035866
46.575015,-112.035819
46.57501,-112.035769
46.575001,-112.035722
46.574991,-112.035675
46.574984,-112.03563
46.574977,-112.035585
46.574969,-112.035537
46.574959,-112.035489
46.574955,-112.035439
46.574951,-112.035381
46.574942,-112.035324
46.574935,-112.035266
46.574933,-112.035205
46.574928,-112.035145
46.574918,-112.035094
46.574912,-112.035043
46.574907,-112.034991
46.574898,-112.034939
46.574887,-112.034887
46.574873,-112.034832
46.57486,-112.034777
46.574846,-112.034724
46.574838,-112.03467
46.574832,-112.034613
46.574826,-112.034557
46.574817,-112.0345
46.574807,-112.034448
46.574796,-112.034394
46.574786,-112.034341
46.574776,-112.034282
46.574764,-112.034227
46.574756,-112.034173
46.574752,-112.034119
46.57474,-112.034072
46.574727,-112.034021
46.574714,-112.03397
46.574707,-112.033906
46.574694,-112.033839
46.574689,-112.033782
46.574693,-112.03372
46.574692,-112.033661
46.574689,-112.033608
46.574692,-112.033548
46.574702,-112.033488
46.57471,-112.033427
46.574703,-112.033365
46.574699,-112.033305
46.574708,-112.033243
46.574717,-112.033176
46.574719,-112.033112
46.574728,-112.033048
46.574749,-112.033
46.574762,-112.032965
46.574791,-112.032954
46.574806,-112.032912
46.574866,-112.032899
46.574917,-112.032876
46.574981,-112.032806
46.575031,-112.032782
46.575076,-112.032736
46.575106,-112.032698
46.575132,-112.032651
46.575139,-112.032613
46.575176,-112.032594
46.575222,-112.03254
46.575242,-112.032501
46.575261,-112.032448
46.575273,-112.032325
46.575265,-112.032224
46.575268,-112.032131
46.575283,-112.032014
46.575295,-112.031925
46.575311,-112.031803
46.575321,-112.031694
46.57534,-112.031566
46.575359,-112.031455
46.575372,-112.031329
46.575383,-112.031214
46.57539,-112.031092
46.57539,-112.030958
46.575385,-112.030846
46.575395,-112.030738
46.575408,-112.03066
46.5754,-112.030585
46.575386,-112.030538
46.575377,-112.030481
46.575336,-112.030438
46.57528,-112.030403
46.575211,-112.030342
46.575145,-112.030313
46.575091,-112.030312
46.575056,-112.030287
46.575086,-112.030226
46.575124,-112.030188
46.575175,-112.03023
46.575224,-112.030268
46.575286,-112.030278
46.575348,-112.030255
46.57541,-112.030215
46.575469,-112.030189
46.575531,-112.030183
46.575577,-112.030166
46.575619,-112.030159
46.575651,-112.030166
46.575687,-112.030175
46.575729,-112.030201
46.575771,-112.030252
46.575805,-112.030327
46.575848,-112.030401
46.575889,-112.030463
46.575919,-112.030526
46.575962,-112.030552
46.575922,-112.0305
46.575924,-112.030454
46.575922,-112.030397
46.575908,-112.030327
46.575902,-112.030254
46.575892,-112.030149
46.575858,-112.030062
46.575831,-112.02997
46.575805,-112.029878
46.575785,-112.029794
46.575785,-112.029714
46.575903,-112.029794
46.575956,-112.029793
46.576031,-112.029827
46.576114,-112.029828
46.576161,-112.029807
46.576211,-112.029812
46.576243,-112.029782
46.576265,-112.02974
46.576256,-112.0297
46.576245,-112.029647
46.576211,-112.029567
46.576173,-112.029527
46.576142,-112.029486
46.576106,-112.029447
46.576114,-112.029337
46.576114,-112.029294
46.576109,-112.029235
46.576111,-112.029183
46.576107,-112.029132
46.576108,-112.029084
46.576117,-112.029021
46.576133,-112.028956
46.576127,-112.028885
46.576122,-112.028824
46.576121,-112.028768
46.576105,-112.028717
46.576101,-112.028664
46.576101,-112.028612
46.576103,-112.028562
46.576111,-112.0285
46.576117,-112.028451
46.576125,-112.0284
46.576131,-112.028351
46.576136,-112.028305
46.576141,-112.02826
46.576144,-112.028214
46.576146,-112.028173
46.576145,-112.028133
46.576143,-112.028055
46.576143,-112.02798
46.576141,-112.027903
46.576142,-112.027863
46.576142,-112.027824
46.57614,-112.027749
46.576141,-112.027689
46.576143,-112.027625
46.576144,-112.027562
46.576134,-112.027504
46.576129,-112.027445
46.576134,-112.027382
46.576134,-112.027316
46.576139,-112.027252
46.576152,-112.027216
46.576158,-112.027149
46.576169,-112.027074
46.57618,-112.027035
46.576191,-112.026998
46.576197,-112.026948
46.576188,-112.026891
46.576176,-112.026839
46.576171,-112.026788
46.576172,-112.026733
46.576177,-112.026682
46.576178,-112.026631
46.576177,-112.026582
46.576179,-112.026531
46.576182,-112.026482
46.576181,-112.02643
46.57618,-112.026376
46.576176,-112.026315
46.576182,-112.02618
46.57616,-112.026099
46.576142,-112.026024
46.576112,-112.025975
46.576073,-112.025958
46.576036,-112.025973
46.575998,-112.026012
46.575975,-112.026043
46.57594,-112.026083
46.575911,-112.026111
46.575887,-112.026144
46.575859,-112.026178
46.575833,-112.026213
46.575807,-112.02625
46.575778,-112.026277
46.575745,-112.0263
46.575702,-112.026327
46.575663,-112.026332
46.575626,-112.026318
46.575589,-112.026322
46.575554,-112.026338
46.57552,-112.026346
46.575482,-112.026343
46.575447,-112.026347
46.575413,-112.026344
46.575379,-112.026342
46.575344,-112.026345
46.57531,-112.026346
46.57528,-112.026354
46.575254,-112.026373
46.575228,-112.026394
46.5752,-112.02641
46.575169,-112.026425
46.575135,-112.026441
46.575105,-112.026463
46.575074,-112.026482
46.575047,-112.026507
46.575022,-112.026534
46.574999,-112.026571
46.574977,-112.026609
46.574955,-112.026646
46.574933,-112.026683
46.574908,-112.026717
46.574882,-112.026747
46.574855,-112.026782
46.57483,-112.026816
46.574805,-112.026847
46.574782,-112.026878
46.574758,-112.02691
46.574734,-112.026945
46.574709,-112.026981
46.574686,-112.027015
46.574663,-112.027049
46.57464,-112.027083
46.574622,-112.027122
46.574609,-112.027163
46.574594,-112.027204
46.574576,-112.027242
46.574552,-112.027276
46.574526,-112.02731
46.574501,-112.02735
46.574474,-112.027387
46.574447,-112.027425
46.574421,-112.027461
46.57439,-112.027488
46.574356,-112.027501
46.574316,-112.027497
46.574279,-112.027473
46.574227,-112.027409
46.574192,-112.027366
46.574158,-112.027323
46.574127,-112.027277
46.574094,-112.027226
46.574066,-112.027174
46.574044,-112.02712
46.574034,-112.027062
46.574029,-112.026997
46.574028,-112.026932
46.574027,-112.026866
46.574028,-112.026759
46.574028,-112.026675
46.574016,-112.026587
46.574016,-112.0265
46.574019,-112.026415
46.574027,-112.026319
46.574025,-112.026227
46.57403,-112.02613
46.574042,-112.026034
46.574022,-112.025933
46.574009,-112.025821
46.574021,-112.025707
46.57405,-112.025601
46.574078,-112.025493
46.574135,-112.025445
46.574203,-112.02536
46.574263,-112.025273
46.574306,-112.025169
46.574327,-112.025057
46.574353,-112.02494
46.574386,-112.024851
46.574436,-112.02475
46.574474,-112.024656
46.574513,-112.02458
46.574544,-112.02451
46.574553,-112.024415
46.57455,-112.024333
46.574539,-112.024249
46.574499,-112.024181
46.574448,-112.024096
46.574383,-112.024025
46.574323,-112.023947
46.574256,-112.023865
46.574196,-112.023769
46.574136,-112.023673
46.57409,-112.023546
46.574031,-112.023453
46.573989,-112.023352
46.57396,-112.023234
46.573914,-112.02317
46.573872,-112.023113
46.57383,-112.023054
46.573791,-112.02302
46.573767,-112.022998
46.57374,-112.023016
46.573721,-112.022965
46.573691,-112.022938
46.573661,-112.022918
46.573635,-112.022877
46.573592,-112.022848
