lat,lon
46.573563,-112.022798
46.573537,-112.02274
46.573489,-112.022716
46.573453,-112.02271
46.573416,-112.022709
46.573371,-112.022707
46.573328,-112.022696
46.573281,-112.022659
46.573246,-112.022617
46.573221,-112.022568
46.573191,-112.022562
46.573158,-112.022563
46.573114,-112.022538
46.573114,-112.022473
46.573137,-112.02245
46.573162,-112.022425
46.573189,-112.022408
46.573216,-112.02239
46.573241,-112.022371
46.573268,-112.022358
46.573308,-112.022343
46.573346,-112.022304
46.57337,-112.022233
46.573375,-112.022192
46.57338,-112.022152
46.573385,-112.022085
46.573394,-112.02204
46.573405,-112.02199
46.573411,-112.021931
46.573425,-112.021871
46.573435,-112.021816
46.573437,-112.02176
46.573447,-112.021707
46.573458,-112.021665
46.573473,-112.021625
46.573494,-112.021578
46.573516,-112.021536
46.573537,-112.021489
46.573553,-112.021443
46.573561,-112.021399
46.573565,-112.021353
46.573582,-112.021317
46.573584,-112.02127
46.573596,-112.021205
46.57362,-112.021153
46.573656,-112.021109
46.573699,-112.021056
46.573719,-112.021025
46.573739,-112.020994
46.57376,-112.020955
46.573781,-112.020911
46.573802,-112.020875
46.573835,-112.020865
46.573865,-112.020897
46.573888,-112.020941
46.573911,-112.020989
46.573937,-112.021049
46.573962,-112.02111
46.573993,-112.02116
46.574031,-112.021204
46.574091,-112.021241
46.574124,-112.021268
46.574155,-112.021304
46.574191,-112.021324
46.574231,-112.021341
46.574257,-112.021373
46.574287,-112.021402
46.574311,-112.02144
46.574344,-112.021494
46.574363,-112.021525
46.574397,-112.021571
46.574426,-112.021582
46.574467,-112.021597
46.574507,-112.021601
46.574548,-112.021609
46.574599,-112.021618
46.574631,-112.021624
46.574665,-112.021634
46.574697,-112.021644
46.574726,-112.021644
46.574756,-112.021631
46.574789,-112.02162
46.574825,-112.021614
46.574868,-112.021617
46.574914,-112.021622
46.574958,-112.021622
46.574998,-112.021616
46.575034,-112.021603
46.57507,-112.021581
46.575102,-112.021556
46.575135,-112.021531
46.575172,-112.021518
46.575237,-112.021527
46.575297,-112.021544
46.575351,-112.021561
46.575402,-112.021597
46.575445,-112.021647
46.575483,-112.021692
46.575518,-112.021685
46.575546,-112.021683
46.575562,-112.021625
46.575582,-112.021577
46.575599,-112.021523
46.575614,-112.02145
46.575623,-112.021362
46.575645,-112.021266
46.575696,-112.021161
46.575741,-112.021071
46.575773,-112.020957
46.575808,-112.020849
46.575834,-112.020756
46.575849,-112.020662
46.575864,-112.020569
46.575867,-112.020488
46.575883,-112.020403
46.575879,-112.020343
46.575862,-112.020284
46.575858,-112.020234
46.575838,-112.020196
46.57584,-112.020155
46.575838,-112.020103
46.575847,-112.020063
46.575847,-112.020022
46.575854,-112.019961
46.575854,-112.019914
46.575859,-112.019875
46.575872,-112.019825
46.575872,-112.019781
46.575875,-112.019739
46.575866,-112.019666
46.575869,-112.019618
46.575869,-112.019564
46.575863,-112.019512
46.575848,-112.019464
46.575836,-112.019423
46.575823,-112.019382
46.575811,-112.019338
46.575807,-112.019287
46.575805,-112.019232
46.575804,-112.019172
46.575797,-112.019114
46.575782,-112.019062
46.575765,-112.019013
46.575745,-112.018973
46.575723,-112.01894
46.5757,-112.018894
46.57567,-112.018857
46.575641,-112.018822
46.575621,-112.018767
46.575604,-112.018707
46.575587,-112.018646
46.575577,-112.018603
46.575571,-112.018562
46.575563,-112.018488
46.575563,-112.018417
46.57556,-112.018346
46.575548,-112.018283
46.575526,-112.018229
46.5755,-112.018175
46.575473,-112.018119
46.575455,-112.018088
46.575424,-112.018039
46.575395,-112.017987
46.575367,-112.017932
46.575349,-112.017867
46.575341,-112.017803
46.575332,-112.017734
46.575323,-112.01765
46.575317,-112.017601
46.575313,-112.017553
46.575307,-112.017505
46.575302,-112.01746
46.575297,-112.017413
46.575294,-112.017364
46.575292,-112.017312
46.575289,-112.017262
46.575281,-112.01721
46.575269,-112.017161
46.575257,-112.017112
46.575244,-112.017064
46.57523,-112.017015
46.575212,-112.01697
46.575191,-112.016926
46.575167,-112.016873
46.57514,-112.016807
46.575114,-112.016723
46.575072,-112.016654
46.575041,-112.016588
46.575019,-112.016501
46.574967,-112.016437
46.574918,-112.016375
46.574879,-112.016328
46.574848,-112.016262
46.574813,-112.016203
46.574767,-112.016157
46.574752,-112.016083
46.574718,-112.016027
46.574689,-112.015971
46.574666,-112.015921
46.574621,-112.015852
46.574616,-112.015796
46.574601,-112.015762
46.574579,-112.015734
46.57456,-112.015699
46.574534,-112.015667
46.574511,-112.015638
46.574491,-112.015601
46.574463,-112.01557
46.574443,-112.015537
46.57442,-112.015507
46.574397,-112.015479
46.574376,-112.015454
46.574338,-112.015418
46.574302,-112.015395
46.574288,-112.015361
46.574256,-112.015335
46.574224,-112.015325
46.574196,-112.015297
46.574167,-112.01527
46.574137,-112.015247
46.574109,-112.015219
46.574078,-112.015198
46.574045,-112.015189
46.573984,-112.01518
46.573945,-112.015167
46.57391,-112.015154
46.573878,-112.015143
46.573852,-112.015133
46.573826,-112.015113
46.573797,-112.015097
46.573756,-112.015116
46.573712,-112.015166
46.573689,-112.015192
46.573668,-112.015218
46.573636,-112.015277
46.573632,-112.015345
46.573645,-112.015404
46.573648,-112.015448
46.573648,-112.0155
46.573644,-112.015567
46.573639,-112.015631
46.573636,-112.015691
46.573643,-112.015746
46.573662,-112.015799
46.573683,-112.015844
46.573699,-112.015888
46.57371,-112.015932
46.573721,-112.015969
46.573734,-112.016007
46.573749,-112.016044
46.573768,-112.016073
46.573791,-112.016096
46.573827,-112.01615
46.573861,-112.016212
46.573897,-112.016266
46.573913,-112.016311
46.573924,-112.016367
46.573938,-112.016428
46.573937,-112.016498
46.573928,-112.016568
46.573902,-112.01662
46.573868,-112.016676
46.573841,-112.016686
46.573795,-112.0167
46.573743,-112.016716
46.573662,-112.016713
46.573619,-112.016668
46.573607,-112.016628
46.57357,-112.016603
46.573528,-112.016576
46.573519,-112.016515
46.573582,-112.016512
46.573621,-112.016531
46.573649,-112.016539
46.573669,-112.01651
46.573649,-112.016454
46.573609,-112.016397
46.573576,-112.016353
46.573535,-112.016313
46.573482,-112.016272
46.573446,-112.016215
46.573425,-112.016136
46.5734,-112.016066
46.573378,-112.015996
46.573342,-112.01596
46.573312,-112.015961
46.573323,-112.016005
46.573339,-112.016048
46.573343,-112.016095
46.573345,-112.016154
46.573315,-112.01618
46.573296,-112.016142
46.573283,-112.016093
46.573232,-112.015946
46.573213,-112.015892
46.573181,-112.015824
46.573176,-112.015743
46.573139,-112.015694
46.573116,-112.015617
46.573085,-112.015587
46.573058,-112.015536
46.573045,-112.015492
46.573034,-112.015428
46.573004,-112.015389
46.573012,-112.015349
46.572971,-112.01536
46.572943,-112.015335
46.572949,-112.015295
46.57294,-112.015356
46.572929,-112.015439
46.57292,-112.015501
46.572907,-112.015552
46.572897,-112.01559
46.572863,-112.015609
46.572843,-112.015579
46.572822,-112.015538
46.572804,-112.01547
46.572797,-112.015255
46.572794,-112.015195
46.572779,-112.015158
46.572776,-112.015108
46.572764,-112.015068
46.572768,-112.015026
46.572758,-112.014935
46.572739,-112.014865
46.572697,-112.014817
46.572655,-112.014784
46.572629,-112.014819
46.572599,-112.014852
46.57257,-112.014898
46.572527,-112.014938
46.572499,-112.014974
46.572464,-112.01502
46.572441,-112.015074
46.572413,-112.01512
46.572379,-112.015168
46.57235,-112.015204
46.572325,-112.015231
46.572299,-112.015249
46.57227,-112.015276
46.572243,-112.015312
46.572218,-112.015342
46.572197,-112.015377
46.572164,-112.015428
46.572143,-112.015457
46.572118,-112.015488
46.572088,-112.015521
46.572061,-112.015555
46.572032,-112.015591
46.572005,-112.015623
46.571977,-112.015656
46.571951,-112.015689
46.571924,-112.015722
46.571897,-112.015751
46.57187,-112.015779
46.571849,-112.015806
46.571831,-112.01584
46.571812,-112.015894
46.571791,-112.015946
46.571768,-112.015999
46.571754,-112.016049
46.571721,-112.016088
46.571693,-112.016127
46.571666,-112.016169
46.57164,-112.016201
46.571616,-112.016236
46.571587,-112.016272
46.571548,-112.016309
46.571512,-112.016344
46.571475,-112.016381
46.571437,-112.016412
46.571396,-112.016439
46.571349,-112.016467
46.571307,-112.0165
46.571267,-112.016534
46.571225,-112.016563
46.57118,-112.016584
46.571135,-112.016605
46.571094,-112.016631
46.571055,-112.016653
46.571011,-112.016679
46.570968,-112.016716
46.57093,-112.016752
46.570888,-112.01678
46.570839,-112.01681
46.570792,-112.016844
46.570752,-112.016879
46.570716,-112.016918
46.570682,-112.016954
46.570662,-112.016987
46.570633,-112.017028
46.570602,-112.017067
46.570575,-112.017111
46.57055,-112.017155
46.570526,-112.017201
46.570495,-112.017244
46.570459,-112.017282
46.570431,-112.017321
46.570402,-112.017354
46.570376,-112.017391
46.570344,-112.017417
46.570306,-112.017449
46.570267,-112.017493
46.570233,-112.017528
46.570198,-112.01756
46.570157,-112.017585
46.570108,-112.017609
46.570065,-112.017634
46.570021,-112.017652
46.569978,-112.017669
46.569938,-112.017686
46.569892,-112.017701
46.569844,-112.017712
46.569797,-112.017724
46.56975,-112.017733
46.569703,-112.017747
46.569656,-112.017762
46.569615,-112.017771
46.569577,-112.017791
46.56954,-112.017802
46.569502,-112.017807
46.569461,-112.017816
46.569422,-112.017828
46.56939,-112.017842
46.569359,-112.017856
46.569324,-112.017874
46.569289,-112.017895
46.569252,-112.017924
46.569211,-112.017955
46.569172,-112.017986
46.56914,-112.018021
46.569119,-112.018061
46.5691,-112.018105
46.569084,-112.018152
46.56906,-112.018201
46.569034,-112.018249
46.569009,-112.018298
46.568989,-112.018353
46.568975,-112.01841
46.568963,-112.018468
46.568948,-112.018523
46.568927,-112.018578
46.568906,-112.018632
46.568885,-112.018688
46.568866,-112.018746
46.568845,-112.018805
46.568826,-112.018861
46.56881,-112.018915
46.568785,-112.018963
46.568755,-112.019007
46.568724,-112.019048
46.568694,-112.019089
46.568659,-112.019124
46.568617,-112.019154
46.568575,-112.019178
46.568535,-112.019198
46.568497,-112.019211
46.568459,-112.019223
46.568421,-112.019227
46.568378,-112.019215
46.56833,-112.019201
46.568281,-112.019186
46.56824,-112.019166
46.568206,-112.01914
46.568173,-112.019112
46.568136,-112.019087
46.568097,-112.019069
46.568059,-112.01905
46.568024,-112.019032
46.567991,-112.019017
46.567955,-112.019002
46.567921,-112.018981
46.567883,-112.018969
46.567843,-112.018966
46.567802,-112.018966
46.567762,-112.01897
46.567719,-112.01897
46.567678,-112.018966
46.567639,-112.018964
46.567594,-112.018963
46.567553,-112.01895
46.567513,-112.018925
46.567462,-112.018891
46.567437,-112.01887
46.567414,-112.018841
46.567394,-112.018807
46.567373,-112.018772
46.567353,-112.018738
46.567334,-112.018706
46.567313,-112.018662
46.567301,-112.018623
46.567268,-112.018641
46.567216,-112.018648
46.567188,-112.018651
46.567139,-112.018649
46.567102,-112.018641
46.567068,-112.018623
46.567029,-112.018605
46.56699,-112.01859
46.56696,-112.018591
46.566931,-112.018599
46.566898,-112.018595
46.566871,-112.018594
46.566843,-112.018584
46.566809,-112.018582
46.566777,-112.018569
46.566748,-112.018568
46.566717,-112.018576
46.566684,-112.018577
46.56665,-112.018581
46.566616,-112.018577
46.566582,-112.018571
46.566553,-112.018562
46.566519,-112.018558
46.566481,-112.018554
46.566451,-112.018556
46.566417,-112.018556
46.56638,-112.018556
46.566345,-112.018565
46.566312,-112.01857
46.566287,-112.018554
46.56625,-112.018554
46.566221,-112.01855
46.566183,-112.018547
46.566146,-112.018539
46.566119,-112.018531
46.566089,-112.01853
46.566052,-112.018524
46.566019,-112.018512
46.565994,-112.018486
46.565958,-112.018462
46.565908,-112.018448
46.565875,-112.018454
46.56584,-112.018448
46.565818,-112.018421
46.565795,-112.018381
46.565766,-112.018354
46.565733,-112.018327
46.565699,-112.018303
46.565666,-112.018282
46.565634,-112.018275
46.565603,-112.018265
46.565569,-112.01826
46.565533,-112.018267
46.565486,-112.018258
46.565452,-112.01825
46.565423,-112.01823
46.565382,-112.018215
46.565353,-112.01821
46.565323,-112.018205
46.565292,-112.018195
46.565266,-112.018179
46.565237,-112.018151
46.56521,-112.018127
46.565174,-112.018123
46.56514,-112.018131
46.565103,-112.018135
46.565069,-112.018131
46.565038,-112.018111
46.565013,-112.018092
46.564981,-112.018085
46.564948,-112.01807
46.564919,-112.018067
46.564887,-112.018074
46.564859,-112.018073
46.564828,-112.01808
46.564799,-112.018084
46.564764,-112.018107
46.564736,-112.018129
46.564711,-112.018161
46.56469,-112.018195
46.564703,-112.018246
46.564731,-112.018269
46.564763,-112.01829
46.564789,-112.018309
46.564815,-112.018334
46.56484,-112.018353
46.564868,-112.018371
46.564896,-112.018381
46.564928,-112.018417
46.564947,-112.018459
46.564963,-112.018501
46.564978,-112.018542
46.565005,-112.018567
46.565038,-112.018582
46.565088,-112.018593
46.565127,-112.018612
46.565167,-112.018641
46.565216,-112.018674
46.565276,-112.018739
46.565326,-112.018774
46.565365,-112.018801
46.5654,-112.018831
46.565436,-112.01886
46.565477,-112.01892
46.565502,-112.018935
46.565529,-112.018967
46.565558,-112.019003
46.565581,-112.019046
46.565615,-112.019149
46.565643,-112.019206
46.565679,-112.019221
46.565732,-112.019246
46.565759,-112.019258
46.565795,-112.019277
46.565827,-112.019286
46.565858,-112.019299
46.565886,-112.019309
46.565914,-112.019325
46.565941,-112.019339
46.565982,-112.019356
46.56602,-112.01936
46.56605,-112.01938
46.566081,-112.019417
46.566109,-112.019471
46.566124,-112.019504
46.566154,-112.019565
46.566187,-112.019613
46.566222,-112.019684
46.566243,-112.019759
46.566257,-112.019841
46.566267,-112.019923
46.566276,-112.020005
46.566287,-112.020171
46.566284,-112.020247
46.566285,-112.020345
46.566284,-112.020398
46.566275,-112.020456
46.566292,-112.020505
46.566259,-112.020556
46.566292,-112.020602
46.566287,-112.020642
46.566262,-112.020668
46.566231,-112.020716
46.566202,-112.020764
46.566158,-112.020807
46.566139,-112.020838
46.566125,-112.020875
46.566107,-112.020912
46.566088,-112.020944
46.566067,-112.020974
46.566035,-112.021018
46.566032,-112.021076
46.566035,-112.021123
46.566018,-112.021168
46.565998,-112.021211
46.565957,-112.02125
46.565925,-112.021289
46.565883,-112.021336
46.565841,-112.021387
46.565819,-112.021417
46.565799,-112.02145
46.565777,-112.021492
46.565755,-112.021531
46.565732,-112.021571
46.565715,-112.021606
46.565692,-112.021669
46.565663,-112.021715
46.56563,-112.021753
46.565593,-112.021791
46.565566,-112.021829
46.565549,-112.021874
46.565545,-112.021922
46.565548,-112.021968
46.565555,-112.022011
46.565561,-112.022052
46.565557,-112.022095
46.565537,-112.022136
46.565515,-112.022175
46.565494,-112.022216
46.565472,-112.022257
46.56544,-112.022297
46.565426,-112.022342
46.565402,-112.022393
46.56539,-112.022448
46.56539,-112.022505
46.565395,-112.022561
46.565402,-112.022616
46.565399,-112.022664
46.56539,-112.022708
46.565379,-112.022746
46.565382,-112.022788
46.56538,-112.022837
46.565369,-112.022886
46.565353,-112.022933
46.565349,-112.022987
46.565351,-112.023039
46.565347,-112.02309
46.565348,-112.023136
46.565354,-112.023181
46.565354,-112.023223
46.565344,-112.023268
46.565359,-112.02331
46.565357,-112.023369
46.565347,-112.023408
46.565335,-112.023452
46.565325,-112.023498
46.565309,-112.023539
46.565303,-112.023582
46.565304,-112.023629
46.565303,-112.023682
46.565295,-112.023735
46.565277,-112.023776
46.565265,-112.023815
46.565255,-112.023865
46.565245,-112.023917
46.565227,-112.023972
46.56521,-112.024019
46.565202,-112.024077
46.565192,-112.024136
46.565187,-112.024195
46.565178,-112.024249
46.565176,-112.024294
46.565165,-112.024345
46.56515,-112.024389
46.565129,-112.02444
46.565125,-112.024479
46.565114,-112.024529
46.565108,-112.024578
46.565092,-112.02463
46.565081,-112.024686
46.565058,-112.024731
46.56504,-112.024783
46.565029,-112.024824
46.565014,-112.024865
46.565001,-112.024907
46.564982,-112.02494
46.564962,-112.024973
46.564948,-112.025013
46.56496,-112.02506
46.564936,-112.025105
46.564915,-112.025144
46.564908,-112.025193
46.564898,-112.025237
46.564878,-112.025272
46.56485,-112.025302
46.564834,-112.025342
46.564832,-112.025386
46.56483,-112.02543
46.564827,-112.025479
46.564834,-112.025526
46.564836,-112.025578
46.564816,-112.025622
46.564782,-112.025659
46.564759,-112.025697
46.564733,-112.025736
46.564701,-112.025777
46.564685,-112.025834
46.564674,-112.025882
46.564657,-112.025926
46.564634,-112.025971
46.564612,-112.026024
46.5646,-112.026081
46.564587,-112.026134
46.564578,-112.026183
46.564569,-112.026233
46.564549,-112.026281
46.564523,-112.02632
46.564487,-112.026343
46.564452,-112.026369
46.564422,-112.026398
46.564396,-112.026434
46.564368,-112.026464
46.564332,-112.026486
46.564296,-112.026511
46.564264,-112.026532
46.56423,-112.02654
46.564199,-112.02655
46.564216,-112.026588
46.564249,-112.026578
46.564282,-112.026593
46.564309,-112.026602
46.564341,-112.02663
46.564368,-112.026675
46.564341,-112.026723
46.564301,-112.026722
46.56426,-112.026705
46.564217,-112.026702
46.564178,-112.026726
46.564173,-112.026767
46.564209,-112.026775
46.564237,-112.026795
46.564261,-112.026823
46.564296,-112.026853
46.564331,-112.026879
46.564369,-112.026897
46.564411,-112.026899
46.564443,-112.026921
46.564465,-112.026966
46.564477,-112.027036
46.564487,-112.027102
46.564497,-112.027163
46.564504,-112.02722
46.564527,-112.027267
46.564551,-112.027311
46.564567,-112.027357
46.564565,-112.02742
46.564541,-112.027459
46.564511,-112.02744
46.564487,-112.027411
46.564464,-112.027387
46.564437,-112.027359
46.564402,-112.027334
46.564366,-112.027347
46.564358,-112.027396
46.564377,-112.027443
46.564387,-112.027485
46.564399,-112.027526
46.564407,-112.027568
46.564416,-112.027608
46.564425,-112.027657
46.564422,-112.027702
46.564435,-112.027736
46.564461,-112.02778
46.564474,-112.027829
46.564479,-112.027877
46.564484,-112.027921
46.564494,-112.027962
46.56451,-112.028004
46.564525,-112.028047
46.564534,-112.028089
46.56454,-112.028131
46.564545,-112.028172
46.56455,-112.028213
46.56457,-112.028284
46.564589,-112.028314
46.564611,-112.028339
46.564663,-112.028352
46.564708,-112.028337
46.564742,-112.028343
46.564781,-112.028367
46.564812,-112.028416
46.564825,-112.02849
46.564802,-112.028556
46.564763,-112.028581
46.564725,-112.0286
46.564696,-112.028632
46.564676,-112.028672
46.564672,-112.028718
46.564676,-112.02876
46.564681,-112.028808
46.564666,-112.028845
46.564643,-112.028871
46.564623,-112.028901
46.564604,-112.028933
46.564588,-112.028967
46.564574,-112.029002
46.564604,-112.029014
46.564636,-112.028992
46.564682,-112.028989
46.564719,-112.028962
46.564759,-112.028922
46.564806,-112.028895
46.56485,-112.028855
46.56487,-112.028825
46.564896,-112.028781
46.56492,-112.028737
46.564946,-112.028691
46.564971,-112.028652
46.564996,-112.028617
46.565016,-112.028585
46.565046,-112.028514
46.565061,-112.028479
46.565096,-112.028417
46.565114,-112.028387
46.565142,-112.02833
46.565166,-112.028273
46.565201,-112.028219
46.565224,-112.028197
46.565267,-112.028159
46.565303,-112.028111
46.565334,-112.028061
46.565367,-112.028003
46.565387,-112.027969
46.565409,-112.027931
46.56543,-112.027897
46.565454,-112.027866
46.56548,-112.027838
46.565507,-112.027819
46.565535,-112.027801
46.565568,-112.02779
46.565602,-112.027786
46.565636,-112.027788
46.565667,-112.027795
46.565697,-112.027799
46.565725,-112.027799
46.565773,-112.027784
46.565804,-112.027781
46.565846,-112.02779
46.565952,-112.027808
46.566001,-112.027805
46.566071,-112.027822
46.566137,-112.027832
46.566201,-112.027852
46.566242,-112.027883
46.566292,-112.027922
46.566341,-112.027965
46.566386,-112.027986
46.566436,-112.028031
46.566486,-112.028085
46.56653,-112.028114
46.566575,-112.028161
46.566608,-112.028176
46.566643,-112.028199
46.566671,-112.028202
46.566699,-112.028211
46.566729,-112.028238
46.566762,-112.028262
46.566791,-112.028289
46.566835,-112.028303
46.566864,-112.028286
46.566893,-112.028277
46.566923,-112.028265
46.566954,-112.028259
46.566986,-112.028257
46.567016,-112.028264
46.567043,-112.02828
46.567096,-112.028293
46.567148,-112.028296
46.56719,-112.028291
46.567234,-112.028305
46.567277,-112.028307
46.567316,-112.028278
46.567344,-112.02826
46.567385,-112.028233
46.567409,-112.028195
46.567408,-112.028151
46.567393,-112.028113
46.567383,-112.02807
46.567378,-112.028018
46.567375,-112.027971
46.567369,-112.02792
46.567375,-112.027881
46.567407,-112.027841
46.567425,-112.027805
46.567444,-112.027756
46.56745,-112.027707
46.56745,-112.027657
46.567457,-112.027611
46.567475,-112.027562
46.567498,-112.027515
46.567522,-112.027469
46.567544,-112.027432
46.567563,-112.027397
46.567571,-112.027347
46.567574,-112.027304
46.56759,-112.027266
46.567618,-112.027248
46.567651,-112.027236
46.567689,-112.027239
46.567707,-112.027271
46.567703,-112.027324
46.567707,-112.027365
46.567718,-112.027411
46.567717,-112.027457
46.567725,-112.027501
46.567733,-112.027548
46.567739,-112.027591
46.567746,-112.02765
46.567755,-112.027712
46.567767,-112.027767
46.567782,-112.027814
46.567796,-112.027859
46.567814,-112.027896
46.567828,-112.027935
46.567839,-112.027977
46.567847,-112.028021
46.567857,-112.028062
46.567863,-112.028112
46.567862,-112.028183
46.567866,-112.028223
46.567871,-112.028294
46.567879,-112.028348
46.567889,-112.028406
46.56788,-112.02847
46.567872,-112.028528
46.567864,-112.028582
46.567847,-112.028637
46.567831,-112.028687
46.567813,-112.028735
46.567791,-112.028784
46.567766,-112.028838
46.567746,-112.028871
46.56772,-112.028897
46.567691,-112.028916
46.567647,-112.02895
46.567612,-112.028983
46.567586,-112.029017
46.567569,-112.029053
46.567559,-112.029095
46.56754,-112.029132
46.567517,-112.029155
46.567492,-112.029172
46.567459,-112.029194
46.567424,-112.02922
46.567387,-112.02924
46.567352,-112.029264
46.567325,-112.029302
46.567296,-112.029338
46.567262,-112.029372
46.567231,-112.029407
46.567202,-112.029431
46.567165,-112.029442
46.567133,-112.029462
46.567099,-112.029479
46.56706,-112.029489
46.567021,-112.029498
46.56699,-112.029513
46.567013,-112.029533
46.567073,-112.029514
46.567107,-112.029501
46.567139,-112.029489
46.567169,-112.029479
46.567207,-112.029465
46.567257,-112.0294
46.567303,-112.029379
46.56734,-112.029384
46.567378,-112.029399
46.567411,-112.029429
46.567449,-112.029408
46.56748,-112.029373
46.567509,-112.029292
46.56753,-112.02926
46.567569,-112.029215
46.567607,-112.02919
46.567642,-112.029168
46.567674,-112.029157
46.567703,-112.029147
46.567739,-112.02914
46.567783,-112.029121
46.567826,-112.029089
46.567859,-112.02903
46.567891,-112.028965
46.567928,-112.028912
46.56795,-112.028876
46.567961,-112.028839
46.567985,-112.028805
46.568003,-112.028765
46.568024,-112.028732
46.568049,-112.028696
46.568067,-112.028654
46.568077,-112.028605
46.568079,-112.028557
46.568083,-112.028496
46.568093,-112.028438
46.568101,-112.028381
46.568103,-112.028327
46.568104,-112.028268
46.568106,-112.028219
46.568116,-112.028173
46.568141,-112.028124
46.568167,-112.028084
46.568198,-112.028044
46.568215,-112.028012
46.568239,-112.027973
46.56827,-112.027946
46.568299,-112.027936
46.568326,-112.027948
46.568328,-112.027999
46.568308,-112.028036
46.568295,-112.028079
46.568305,-112.028126
46.568309,-112.028166
46.568315,-112.028205
46.568319,-112.02825
46.568323,-112.028293
46.56833,-112.028336
46.568342,-112.028386
46.568344,-112.028426
46.56834,-112.02847
46.568335,-112.028518
46.568325,-112.028572
46.568314,-112.028627
46.568308,-112.028681
46.568311,-112.028733
46.568317,-112.028781
46.568319,-112.028832
46.568309,-112.028882
46.5683,-112.028937
46.568298,-112.028994
46.568298,-112.029049
46.568301,-112.0291
46.568298,-112.029151
46.56829,-112.0292
46.568288,-112.029249
46.568294,-112.029297
46.56829,-112.029346
46.568289,-112.029399
46.568279,-112.029453
46.568271,-112.029508
46.568265,-112.029568
46.56825,-112.029621
46.568244,-112.029684
46.568242,-112.029723
46.568241,-112.02979
46.568249,-112.029872
46.568248,-112.029909
46.568246,-112.029947
46.568245,-112.029984
46.568244,-112.030022
46.56824,-112.030087
46.568245,-112.030154
46.568262,-112.030224
46.568294,-112.030282
46.56832,-112.030337
46.568352,-112.030391
46.568424,-112.030468
46.568444,-112.030523
46.568457,-112.030566
46.568447,-112.030617
46.568433,-112.030671
46.568398,-112.030786
46.568377,-112.030897
46.568339,-112.031014
46.568322,-112.03111
46.568306,-112.031213
46.56831,-112.031318
46.568325,-112.031403
46.568306,-112.031479
46.568299,-112.031526
46.568299,-112.031573
46.568256,-112.031636
46.568194,-112.031694
46.568153,-112.03177
46.568126,-112.03186
46.568078,-112.031946
46.568046,-112.032047
46.568003,-112.032147
46.568004,-112.032282
46.567987,-112.032417
46.567967,-112.032561
46.567947,-112.032678
46.567941,-112.032806
46.567957,-112.032945
46.567983,-112.033083
46.567991,-112.033184
46.56802,-112.033261
46.568021,-112.033353
46.568037,-112.033448
46.568066,-112.033529
46.568111,-112.033647
46.568142,-112.033702
46.568188,-112.033722
46.568168,-112.033652
46.568171,-112.033607
46.568167,-112.033521
46.568168,-112.033432
46.568173,-112.033375
46.568158,-112.03332
46.568201,-112.033402
46.568233,-112.033437
46.56829,-112.033487
46.568346,-112.033565
46.568382,-112.033635
46.568458,-112.033716
46.56852,-112.033783
46.568585,-112.033793
46.568629,-112.033871
46.568677,-112.033931
46.568708,-112.033921
46.568723,-112.033837
46.568709,-112.03376
46.568695,-112.033671
46.568688,-112.033577
46.568669,-112.033475
46.568665,-112.033401
46.568667,-112.03329
46.568668,-112.033175
46.56868,-112.033062
46.568703,-112.032948
46.568714,-112.032844
46.568747,-112.03276
46.568766,-112.032646
46.56881,-112.032607
46.568843,-112.032536
46.568897,-112.032465
46.568961,-112.032396
46.569011,-112.032322
46.569054,-112.032267
46.569113,-112.032225
46.569182,-112.032218
46.569248,-112.032213
46.569288,-112.032172
46.569335,-112.032136
46.569388,-112.03211
46.569437,-112.032091
46.569468,-112.032056
46.569485,-112.032094
46.569461,-112.032127
46.569456,-112.032189
46.569428,-112.032287
46.569409,-112.032374
46.569366,-112.032462
46.569313,-112.032528
46.569273,-112.03261
46.569221,-112.032668
46.569221,-112.032767
46.569212,-112.03286
46.569178,-112.032941
46.569177,-112.033026
46.56924,-112.033128
46.569302,-112.033214
46.56939,-112.033334
46.569453,-112.03342
46.569501,-112.033518
46.569547,-112.03359
46.569562,-112.033679
46.569593,-112.033747
46.569614,-112.033819
46.569628,-112.033855
46.56963,-112.033808
46.569617,-112.033763
46.569623,-112.033662
46.569623,-112.033566
46.569602,-112.03346
46.569607,-112.033353
46.569598,-112.033273
46.569609,-112.033204
46.569592,-112.033132
46.569582,-112.033038
46.569613,-112.032957
46.56965,-112.032892
46.569701,-112.032805
46.569749,-112.032756
46.569807,-112.0327
46.569861,-112.032665
46.569909,-112.032613
46.569949,-112.03264
46.569949,-112.032713
46.569969,-112.032805
46.569974,-112.032923
46.569987,-112.033051
46.570016,-112.033157
46.570019,-112.033234
46.570036,-112.033331
46.570051,-112.033399
46.57006,-112.033471
46.570058,-112.033515
46.570088,-112.03343
46.570106,-112.033342
46.570126,-112.033263
46.570153,-112.033191
46.570169,-112.033104
46.570216,-112.033051
46.570274,-112.033017
46.570344,-112.032967
46.570407,-112.032902
46.570469,-112.032838
46.570535,-112.032776
46.570613,-112.032743
46.570681,-112.032681
46.570739,-112.032611
46.570797,-112.032557
46.570847,-112.0325
46.570914,-112.032489
46.570967,-112.032436
46.57102,-112.032384
46.571067,-112.032336
46.571112,-112.032258
46.571167,-112.032193
46.571228,-112.032117
46.571285,-112.032038
46.571362,-112.031968
46.571435,-112.031876
46.571512,-112.031799
46.571587,-112.031703
46.571662,-112.031613
46.571742,-112.031509
46.571799,-112.03141
46.571838,-112.031304
46.571872,-112.031206
46.571943,-112.03114
